,indice_Termini_Diretti,indice_Alimentari,indice_Energia,indice_Abitazione,indice_Trasporti,indice_Politiche_Economiche,indice_Aspettative_Consumatori,indice_Sanita,indice_Ricreazione,indice_globale
2012-11-01,-1.5489233670719353,-0.024416529706136062,-0.7021148656801498,-1.2363131563756775,-0.6852996607066953,0.29167493799743927,0.6851529485394261,-0.2909491483567195,0.26700340640831854,-1.0168010225690645
2012-12-01,-1.5800265190002791,0.1446942503173776,-0.7605548826251812,-1.1130935642074393,-0.4716304503407801,0.6373926273512263,2.316012138707806,-1.1351976028223374,0.6934232493114139,-0.5133652585230122
2013-01-01,-1.0200351314268359,-0.10852191421276339,-0.26219969400750137,-1.1180757670572947,-0.6842436545396999,0.566341981648208,1.0139278791830846,-0.08514138652443333,-0.6460193215331844,-0.8073604677635212
2013-02-01,-1.2873766290586892,0.018158564900579773,-0.44158588656306547,-0.11989206799572763,-0.6312845798130899,0.5483231100587832,0.15140968373926222,-0.34414207040149386,-0.5873127415916607,-0.8810754507865725
2013-03-01,-1.3844784521699642,0.18674694257069122,-0.26219969400750137,-0.7879407435818867,-0.6669429509184873,0.004314152681735802,0.06251734383123443,-0.23567784043754006,-0.3157378017019635,-0.9585267316111464
2013-04-01,-1.0008173456058316,0.5324182800906302,-0.7605548826251812,-0.9407196830797206,-0.5072888214461775,0.06275260290558761,0.39280009930447957,-0.18804526744057637,-0.016478809945405973,-0.6964909413418215
2013-05-01,-1.0936819905719348,0.18636933391383437,-0.26219969400750137,-0.20847933014539458,-0.5818976692389194,0.18925492254759035,0.13876638165982932,-0.07958103747662255,0.06251649171013805,-0.4413725327113825
2013-06-01,-1.056393476971943,0.22842202616714793,-0.7605548826251812,-0.06068259349741615,-0.3303339883526548,0.5931245241487885,-0.48236139821877577,-0.24123818948535083,-0.12482740157171164,-0.7492344061758163
2013-07-01,-1.3929528084603078,-0.06670203691976159,-0.5227286731245856,-0.34455053363795135,-0.21320249972012897,-0.0046545100200923095,-0.17887307173398329,-0.1468274403110585,0.19256072669832905,-0.7572508713536411
2013-08-01,-1.5253949616450984,0.279202115560489,-0.5227286731245856,-0.16221224681052163,0.05460587862035273,-0.18054507099835032,-0.10262403390538836,-0.5087320051042623,0.5137776782728081,-0.5265782791281716
2013-09-01,-1.3998695832772157,0.6590987592039733,-0.5227286731245856,-0.23803867747499027,0.9582669020005417,0.3678457218342752,0.6073960858812444,-0.24417097217939093,0.15865481478201274,0.21607851000812242
2013-10-01,-1.1612413247428994,0.6165236645972575,-0.5811686900696171,0.40045065078157327,-0.20633631459378884,-0.0046545100200923095,0.39280009930447957,0.020390060745480432,0.26700340640831854,0.09510536635076605
2013-11-01,-0.9670376785203494,0.9953755035339372,-0.5811686900696171,-0.3858354141229686,-0.5177242976370268,-0.3637226975312852,0.9886412750242184,-0.07958103747662255,0.8800840195865147,0.23692943021438748
2013-12-01,-1.1388349345143631,0.9961307208476511,-0.40178249751405287,-0.9652968275594609,-0.08603584976430029,-0.1528192340288581,0.6962884257892722,-0.6031427542785545,1.1027000707981784,0.01116647093312761
2014-01-01,-0.15068373899749726,0.9964203082407417,-0.08281350145193718,-0.11980128815660752,0.3735138226974261,0.15321717936874107,0.6851529485394261,0.179419646400438,0.6633868363339032,0.983082328944373
2014-02-01,-0.40024727420589007,0.3125274106737754,-0.26219969400750137,-0.17891998281579888,-0.23882570950222354,-0.054042751356347556,0.21501541948842398,0.179419646400438,0.5182896245839952,0.12061982585484123
2014-03-01,-0.7921664946800977,1.1646310772539963,-0.26219969400750137,-0.06068259349741615,-0.09752828981812164,-0.054042751356347556,0.9756087475927885,0.023322843439520503,0.10093434993764137,0.5419116435136414
2014-04-01,-1.0383251831006899,1.20668376950731,-0.40178249751405287,-0.06575557618639183,-0.09647228365112634,0.6102001012693016,0.49433574129194047,0.023322843439520503,0.24770079979145063,0.44149014054216673
2014-05-01,-1.0101209517389487,1.2487364617606238,-0.5811686900696171,-0.001563898838224632,0.1482280851967282,0.4943480414762779,0.15140968373926222,0.5498173429354927,0.4302297546717097,0.6467268526310569
2014-06-01,-0.8371001147276595,0.3967775888769478,-0.5811686900696171,0.17579218513934944,0.13238561800201085,0.20268696689076493,-0.17887307173398329,0.023322843439520503,-0.1157628333149698,-0.17917526436711723
2014-07-01,-1.1481354591328825,0.5233132742937457,-0.5227286731245856,-0.3790920838174026,-0.32955612536419865,-0.20220747536511335,0.5311470480526495,0.43493836710409306,0.5137776782728081,0.04452443708084327
2014-08-01,-0.8416581825866724,0.6920464456604026,-0.3433424805690214,0.10382187915583949,0.6244218122842418,0.17029275648925413,0.6710018216304061,-0.13833430856920761,0.8147059081332672,0.675720036117595
2014-09-01,-0.9544408206461281,1.1225783850006827,-0.40178249751405287,0.8142815133959129,1.1762861395073532,0.3185390266837884,0.3675134951456138,0.2878838763643919,0.7888784493765396,1.3270132368446197
2014-10-01,-1.0092886203815774,1.7209434846973606,-0.40178249751405287,0.7256034714071259,0.15443857902361952,0.05816577565933754,0.5962606086313984,0.5468845602414525,0.06319961471688672,1.133874344628413
2014-11-01,-1.0866636499360525,1.8808044652274447,-0.031331749804826496,0.607366082088743,-0.19735907482943507,0.511423618596791,0.9123922371956237,0.45247381106716034,1.2477972825480863,1.692925606608634
