,indice_Inflazione_GT_PCA_SA_diff1,indice_Tematico_GT_SA_diff1,NIC_destag_ISTAT_diff1
2010-11-01,0.09912622190552,0.30088121543054,0.0
2010-12-01,0.07947459320017014,0.06382854913318026,0.3999999999999915
2011-01-01,-0.49269657194278027,0.3470229840533001,0.29999999999999716
2011-02-01,0.5527522235253302,-0.12845886848342003,0.30000000000001137
2011-03-01,0.1646617395138701,-0.05017597155207021,0.3999999999999915
2011-04-01,-0.41529822003827,0.13065752308459988,0.5
2011-05-01,0.14803622351885992,0.5700827248642302,0.0
2011-06-01,-0.024299005111909855,0.0020672268779100555,0.10000000000000853
2011-07-01,0.6625583423481298,0.006455076937019966,0.29999999999999716
2011-08-01,0.011418700888490063,0.6686179332825999,0.29999999999999716
2011-09-01,-0.22176746024708005,-0.51353528229404,0.0
2011-10-01,-0.51596330968955,-0.17440061718549993,0.5999999999999943
2011-11-01,1.994776883394165,0.69805744187697,-0.09999999999999432
2011-12-01,-0.603026990583108,1.281416417343473,0.29999999999999716
2012-01-01,-0.8242250239780169,-1.675638785479363,0.29999999999999716
2012-02-01,-0.23748461686494005,0.13130858112182997,0.4000000000000057
2012-03-01,1.398528390528903,0.582404398261142,0.5
2012-04-01,-2.1960436442796527,-0.318115901379012,0.4000000000000057
2012-05-01,0.83189255430804,0.2545304698406501,0.0
2012-06-01,0.3385113864705298,0.409464670105667,0.19999999999998863
2012-07-01,-0.2846825373188999,0.164512794951315,0.10000000000000853
2012-08-01,-0.3703924995038499,0.12587866243788498,0.3999999999999915
2012-09-01,0.08841958934987981,-0.397769997363185,0.0
2012-10-01,0.836235048929661,-0.29819341770058594,0.0
2012-11-01,-1.064810614132481,-0.21703964788632601,-0.19999999999998863
2012-12-01,-0.26784921509318016,0.294301341679136,0.19999999999998863
2013-01-01,0.2552440991729601,-0.577244008949606,0.20000000000000284
2013-02-01,0.008701784420330094,0.43915523010632196,0.0
2013-03-01,-0.3368560895502002,-0.5384843991783619,0.20000000000000284
2013-04-01,0.91317719320372,0.6197046354539789,0.0
2013-05-01,-0.3718621919251799,0.394539921170788,0.0
2013-06-01,-0.18311305775278996,0.04461204424806803,0.29999999999999716
2013-07-01,-0.06677921469433001,-0.650847356999605,0.10000000000000853
2013-08-01,-0.25756641361029,0.582480041750246,0.3999999999999915
2013-09-01,0.11724797962354971,-0.10238638421644497,-0.29999999999999716
2013-10-01,0.5063593308958203,0.25293507190111897,-0.20000000000000284
2013-11-01,0.5334208288559998,0.2880253508039103,-0.29999999999999716
2013-12-01,-0.84591356680852,-0.21751587551037033,0.20000000000000284
2014-01-01,0.3540278240889101,0.08270346790139901,0.20000000000000284
2014-02-01,-0.0561459885448401,0.0009134247251099958,-0.10000000000000853
2014-03-01,-0.02459179276697987,0.1080136742154084,0.10000000000000853
2014-04-01,0.32962633851619993,0.1969919245079626,0.19999999999998863
2014-05-01,-0.15090375854117988,0.13051509071330902,-0.09999999999999432
2014-06-01,-0.2923952619185701,-0.07186046550997802,0.09999999999999432
2014-07-01,-0.11938195769911997,0.530885484750223,-0.09999999999999432
2014-08-01,1.258258965888307,-0.12700863057565903,0.20000000000000284
2014-09-01,-1.038537432519237,0.5777184086068149,-0.4000000000000057
2014-10-01,-0.3845678839277,-0.23012894263401995,0.10000000000000853
2014-11-01,-0.5284065331465801,0.15033143572691998,-0.20000000000000284
2014-12-01,0.6677440997820301,0.08144114555242998,0.0
2015-01-01,0.04352392057689003,-0.050459143578239996,-0.4000000000000057
2015-02-01,-0.33495276557969,-0.07229756462491,0.4000000000000057
2015-03-01,0.4074917724387499,0.37648784648286004,0.09999999999999432
2015-04-01,-0.8266172534865499,0.2575621974704001,0.20000000000000284
2015-05-01,0.4183032417978798,-0.7326036888087211,0.09999999999999432
2015-06-01,0.07842480231964011,0.19462469251049108,0.20000000000000284
2015-07-01,0.10078695075469013,0.52061549668648,-0.09999999999999432
2015-08-01,-0.21694431898996025,-0.43186361075077007,0.20000000000000284
2015-09-01,-0.07231940239688983,0.26546473637719004,-0.4000000000000057
2015-10-01,0.04977397652685989,0.20241157424133993,0.20000000000000284
2015-11-01,-0.2532458173933798,0.02669556997370992,-0.4000000000000057
2015-12-01,0.6273676753150499,0.2973886711257403,0.0
2016-01-01,-1.0388780076060298,0.22719797155879995,-0.20000000000000284
2016-02-01,0.74568165351248,-0.006787127914209989,-0.19999999999998863
2016-03-01,-0.48895402630724005,-0.3383399474782902,0.19999999999998863
2016-04-01,0.06084149801115979,-0.10247858799777987,-0.09999999999999432
2016-05-01,-0.4451056314511197,0.1306914222808,0.29999999999999716
2016-06-01,0.43362749189943006,-0.2835958987326901,0.10000000000000853
2016-07-01,-0.03137167584576028,-0.43458630632444994,0.19999999999998863
2016-08-01,-0.11324530496579976,0.59546502494166,0.20000000000000284
2016-09-01,-0.0009868879769001637,-0.013297278842500093,-0.20000000000000284
2016-10-01,0.08724657036839023,0.057377508214190076,-0.09999999999999432
2016-11-01,0.06159883557890966,0.01148250590857991,-0.09999999999999432
2016-12-01,0.19459483453173032,0.7263230563776799,0.3999999999999915
2017-01-01,0.3737423654818397,-0.6656446081382499,0.29999999999999716
2017-02-01,-0.3165635703904599,-0.07942538089623996,0.4000000000000057
2017-03-01,0.35069896799152,0.12694651218797004,0.0
2017-04-01,0.12801240974521,0.41355213536586,0.4000000000000057
2017-05-01,-0.31081810191205994,-0.50434697822421,-0.20000000000000284
2017-06-01,-0.39147008027357,0.3016431982728198,-0.10000000000000853
2017-07-01,0.11432175213314988,-0.5294326657877497,0.10000000000000853
2017-08-01,0.031893910304610085,0.14498281092377985,0.29999999999999716
2017-09-01,0.1802210063103198,-0.07560002858124992,-0.29999999999999716
2017-10-01,-0.2990889842608997,0.71231764509769,-0.20000000000000284
2017-11-01,0.26843577829446996,-0.3417007358882098,-0.20000000000000284
2017-12-01,-0.11716563360637,0.06498745259607963,0.4000000000000057
2018-01-01,0.07931001559770001,0.27904764061815035,0.29999999999999716
2018-02-01,-0.015619828395279978,0.53685379996252,0.0
2018-03-01,-0.44888663842644005,-0.4578891504384903,0.29999999999999716
2018-04-01,0.1766230388956398,-0.86236767530425,0.10000000000000853
2018-05-01,0.8712103141330902,0.7431832033253303,0.29999999999999716
2018-06-01,-0.43271911391805995,0.009351502642419796,0.20000000000000284
2018-07-01,-0.06370522851690019,0.058729654889840166,0.29999999999999716
2018-08-01,0.61160996603925,-0.3065016223480601,0.3999999999999915
2018-09-01,-0.14793139462326987,0.42407205614683985,-0.5
2018-10-01,0.018956695130949885,-0.06661639801111985,0.0
2018-11-01,-0.04071678318525995,0.27007478209226,-0.19999999999998863
2018-12-01,-0.33779018111963,-0.39613501981002,-0.10000000000000853
2019-01-01,-0.05704668167873983,0.08667987455852977,0.10000000000000853
2019-02-01,-0.48541441904047034,0.48354003837404,0.09999999999999432
2019-03-01,-0.22243831147327997,-0.1876474416559799,0.29999999999999716
2019-04-01,0.18671989311833004,2.632069285013472e-05,0.20000000000000284
2019-05-01,-0.5189970770924499,-0.07168533393830012,0.0
2019-06-01,1.29183385352007,-0.33336170297482015,0.09999999999999432
2019-07-01,-0.1527905441032298,-0.2890707056337898,0.0
2019-08-01,-0.1775227391294103,0.7296467108191398,0.4000000000000057
2019-09-01,0.032965680022670085,-0.017568315189239847,-0.5999999999999943
2019-10-01,0.17762775916354,-0.08297527842632979,-0.10000000000000853
2019-11-01,-0.8149000738728598,0.0657861675552196,-0.20000000000000284
2019-12-01,0.3951670252594197,0.04321703656182008,0.20000000000000284
2020-01-01,-0.25512412652902006,0.8647011313541499,0.10000000000000853
2020-02-01,-1.0118859964992897,-2.0207108414810095,-0.10000000000000853
2020-03-01,2.09027245447842,-0.6303940583768199,0.10000000000000853
2020-04-01,2.06721089735033,1.5658085927453098,0.09999999999999432
2020-05-01,-0.9488164794567779,1.2129377937497803,-0.20000000000000284
2020-06-01,-1.416039455504662,0.6011673355549294,0.10000000000000853
2020-07-01,-0.24616937779187986,-0.9184648691623498,-0.20000000000000284
2020-08-01,0.34918321975638,-0.5742435214477499,0.29999999999999716
2020-09-01,-0.21466713783083002,-0.4767893020663698,-0.7000000000000028
2020-10-01,-0.36987632809288984,-1.1613785117898001,0.20000000000000284
2020-11-01,-0.012197605369060227,0.37553970842129014,-0.09999999999999432
2020-12-01,0.1591570275826002,0.4356140377651698,0.19999999999998863
2021-01-01,-0.003789309415790143,-0.4492203620009898,0.7000000000000028
2021-02-01,0.99015108726515,0.5777050783699698,0.10000000000000853
2021-03-01,0.3580901120851959,0.1987680800556002,0.29999999999999716
2021-04-01,-0.02306837486052593,0.38711050473001984,0.3999999999999915
2021-05-01,0.12762051551931097,-0.5151271818308398,0.0
2021-06-01,-0.27609827200081105,0.11437766397506,0.10000000000000853
2021-07-01,-0.03681999414949999,0.4982273042303098,0.5
2021-08-01,-0.19594434047924003,0.20663248312849003,0.3999999999999915
2021-09-01,0.9749333132626321,-0.2033754676342201,-0.19999999999998863
2021-10-01,0.990250667520848,0.18127645900884026,0.6999999999999886
2021-11-01,1.0402936523484299,0.23175492307583978,0.6000000000000085
2021-12-01,0.8282833721994203,-0.09403276186679976,0.3999999999999915
2022-01-01,0.4081567679419398,0.03486111722139995,1.7000000000000028
2022-02-01,0.7798658624243102,3.14394253882909,1.0
2022-03-01,1.0861867138538397,5.05966532428172,1.1000000000000085
2022-04-01,-0.9597882234197499,-4.85259201941087,-0.10000000000000853
2022-05-01,0.92375180580314,0.28606462251374065,0.9000000000000057
2022-06-01,3.2701452988813395,0.3303094335372396,1.2999999999999972
2022-07-01,0.21163015367999982,-1.2494000900664401,0.5
2022-08-01,-2.4640540793968793,0.8550786352642499,0.9000000000000057
2022-09-01,1.9631787200495099,0.5334197162087602,0.29999999999999716
2022-10-01,-0.0530512247154995,-0.29420777600528947,3.8999999999999915
2022-11-01,0.7739283238609405,-0.29979061695078,0.6000000000000085
2022-12-01,-2.9387938892202206,-0.7360245054977899,0.29999999999999716
2023-01-01,3.3378718097478695,0.95000221128155,0.09999999999999432
2023-02-01,-3.1672385184999996,-0.09803712063753078,0.20000000000000284
2023-03-01,2.6425698035834806,-0.46109193112274927,-0.5
2023-04-01,-3.9508191893612006,0.27488875621076936,0.5
2023-05-01,0.3152150481304101,-0.18560551240137002,0.4000000000000057
2023-06-01,1.0329391224636693,-0.22596124257658,0.0
2023-07-01,0.6507689540227108,1.919236039674061,0.0
2023-08-01,0.2985577810799498,-0.15111074342844155,0.3999999999999915
2023-09-01,0.8672742889290896,-0.8464194510953194,0.20000000000000284
2023-10-01,7.0169776863246005,-0.24192137157256965,-0.20000000000000284
2023-11-01,-8.89653363254595,-0.21696015524365997,-0.5999999999999943
2023-12-01,-1.9684570202535898,-0.027587219216500536,0.20000000000000284
2024-01-01,0.63355175959581,0.1738708789490806,0.3999999999999915
2024-02-01,-0.78491456930856,-0.7622140920561407,0.10000000000000853
2024-03-01,-0.72690942514325,0.17017958382011056,0.0
2024-04-01,0.48250525635637986,-0.55605438785605,0.09999999999999432
2024-05-01,-0.84497438808225,-0.018042760186560258,0.29999999999999716
2024-06-01,-0.32762715033904,-0.36501637164970013,0.10000000000000853
2024-07-01,-0.37613204281809987,0.039678881451400194,0.5
2024-08-01,0.28893200987831014,-0.28135215867809027,0.20000000000000284
2024-09-01,-0.04032227928892018,-0.25476285891523,-0.20000000000000284
2024-10-01,0.10912640943036012,0.83578662253539,0.0
2024-11-01,-0.15345483162237006,1.0077654214490002,-0.10000000000000853
2024-12-01,0.32521524034439997,-0.7465521595262201,0.10000000000000853
