,indice_Termini_Diretti,indice_Alimentari,indice_Energia,indice_Abitazione,indice_Trasporti,indice_Politiche_Economiche,indice_Aspettative_Consumatori,indice_Sanita,indice_Ricreazione,indice_globale
2009-12-01,-1.8289705153638567,-1.3458589917728043,-1.206190310854476,-2.7377325063025726,-1.6854548131783804,-0.15299547502584537,-0.19420794064640695,-1.790903281461618,0.42621799826855195,-3.6700915930136366
2010-01-01,-1.2192252892111926,-1.4225409865114627,-0.8390419954637572,-0.6751743538732563,-1.9771929388297036,0.15598652884596537,-0.7724082369891819,-1.2274133194518309,-0.48039382851199647,-3.0151838750347455
2010-02-01,-1.0797634747754767,-1.9693820826062731,-1.0515176394051384,-0.6529425036327686,-1.5404997504145002,-0.3426572717295087,-0.8662862614415278,-1.6180558102160152,-0.7422558009805562,-3.443467896699551
2010-03-01,-1.4294306475575012,-1.3894796149223354,-1.206190310854476,-0.586666592800421,-1.507803410553034,-0.2045593392199449,-0.3523190645259933,-1.3697270298610635,-1.0334595326407499,-3.1048406351049342
2010-04-01,-1.3581926184009585,-1.6149586736503332,-1.0881309712296139,-1.1693959120848234,-1.2815411221672044,-0.25632379406043754,-0.8436989580301583,-1.0365781480039655,-1.3246878736943093,-3.374212023139103
2010-05-01,-1.338970199918544,-1.8697245467871455,-1.441492619097324,-0.47634662137621353,-1.2047041769362008,-0.35965211309502965,-0.8518161943017594,-1.5289136345584,-1.354005023492577,-3.5723332723491557
2010-06-01,-1.3781708649377287,-1.6158386112803667,-1.5005222889097551,-0.3660266499520061,-1.4675200509988755,-0.4112159772891292,-0.9976154285516226,-1.5407731104258362,-1.3686512936950277,-3.6148292094573993
2010-07-01,-1.3854496659927724,-1.9403234759662522,-1.5742545796831031,-0.2997507391196585,-1.308229700220123,-0.513942524384542,-1.060788913320998,-0.9650577271937893,-1.4125901043023803,-3.5059697377709753
2010-08-01,-1.249381080507159,-1.0946128691561268,-1.1045659166353152,-1.5668323278087528,-0.7850051777497228,-0.496947683019021,-0.40953349053381255,-1.749199009273747,-1.353980414099211,-3.279651630017364
2010-09-01,-1.2378377222744408,-1.2622951399544602,-1.4579275645030254,-0.5039266142322655,-0.4843653344635652,-0.411015386642736,-0.9912625976834554,-1.4031739083736388,-0.7416838957541507,-2.8763944780408743
2010-10-01,-0.7819021864430665,-1.3467389294028382,-1.5595519587221864,-1.3072958763650826,-0.8892412650721377,-0.48186935057104696,-0.8250342375322678,-1.232457986217769,-0.7270376255516998,-3.157139170252788
2010-11-01,-1.1794146387728413,-1.004731809966964,-1.412230597753307,-0.6418265785125247,-1.3881012776020074,-0.7068362289864368,-0.7798596307095289,-1.232457986217769,-0.6977204757534322,-2.9762171957145
2010-12-01,-0.5639235417957645,-0.6436658231718168,-1.3325169143977047,-1.4176158477892902,-1.7905699825556305,-0.4340728625119338,-0.09154683737120577,-1.3815865057284995,0.1496605368108093,-2.642291790514433
2011-01-01,-0.9572656629991618,-0.9549516234071976,-0.9127742862371052,-0.48746254649645737,-1.496755480639642,-0.259555701958669,0.03342949887072185,-0.9471081936867114,-0.11531301243304523,-2.100204290018903
2011-02-01,-1.26132469793453,-1.0020919970768631,-0.8537446164246741,-0.5150425393525092,-1.1646425504658067,-0.07160982352615947,-0.3588934062509868,-1.248639536240674,-1.0188132624382988,-2.5571480288536117
2011-03-01,-1.2877104172987714,-1.084292896836202,-0.8610959269051326,-0.42118663566410985,-0.9051129841129163,0.6484347319784282,0.03978232973888903,-0.9884512800182861,-0.6830742055509814,-2.083016075010737
2011-04-01,-1.4301864756118567,-1.4858566794618076,-0.9201255967175637,-0.42118663566410985,-0.8319586821863768,0.6669455629710269,0.0009605537843172151,-0.8374910415488519,-1.2806998443002247,-2.4030882882015563
2011-05-01,-1.346133500800371,-1.3609150941829713,-0.9201255967175637,-0.31086666423990233,-0.7229913010966244,0.0847983493296098,-0.11413414078257521,-0.8112817346172144,-0.7270376255516998,-2.164151079344583
